epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,21.3502,3.6013,3.3043,1.51852,0.00333,0.01619,0.00172,0.00017,3.07897,3.57695,1.3506,0.00025545,0.00025545,0.00025545
17,22.5683,3.26061,3.18471,1.51074,0.00333,0.01619,0.00172,0.00017,3.07897,3.57695,1.3506,0.000269312,0.000269312,0.000269312
18,23.8468,3.33903,3.18962,1.36599,0.0075,0.03644,0.00418,0.00059,2.98944,3.53854,1.31511,0.000282778,0.000282778,0.000282778
19,25.1444,3.05811,3.07067,1.38545,0.0075,0.03644,0.00418,0.00059,2.98944,3.53854,1.31511,0.000295848,0.000295848,0.000295848
20,26.4473,3.06904,3.03329,1.44387,0.01167,0.05668,0.007,0.00174,2.74479,3.49307,1.25409,0.000308522,0.000308522,0.000308522
21,27.7947,2.97625,2.89258,1.31244,0.01167,0.05668,0.007,0.00174,2.74479,3.49307,1.25409,0.0003208,0.0003208,0.0003208
22,29.0738,2.93587,2.89581,1.40228,0.01667,0.08097,0.01086,0.00362,2.59732,3.43397,1.23461,0.000332682,0.000332682,0.000332682
23,30.3363,2.76984,2.66116,1.3497,0.01667,0.08097,0.01086,0.00362,2.59732,3.43397,1.23461,0.000344168,0.000344168,0.000344168
24,31.7375,3.18677,2.63226,1.42035,0.01667,0.08097,0.01086,0.00362,2.59732,3.43397,1.23461,0.000355258,0.000355258,0.000355258
25,33.073,3.06635,2.57244,1.25194,0.03583,0.17409,0.02446,0.00651,2.61115,3.33651,1.25333,0.000365952,0.000365952,0.000365952
26,34.4082,2.82241,2.46026,1.30053,0.03583,0.17409,0.02446,0.00651,2.61115,3.33651,1.25333,0.00037625,0.00037625,0.00037625
27,35.8751,3.00219,2.55714,1.26488,0.03583,0.17409,0.02446,0.00651,2.61115,3.33651,1.25333,0.000386152,0.000386152,0.000386152
28,37.398,3.05086,2.5201,1.27791,0.0425,0.20648,0.03265,0.01002,2.64863,3.20854,1.27843,0.000395658,0.000395658,0.000395658
29,38.6745,2.60133,2.28373,1.22002,0.0425,0.20648,0.03265,0.01002,2.64863,3.20854,1.27843,0.000404768,0.000404768,0.000404768
30,39.9724,2.62788,2.29463,1.26518,0.0425,0.20648,0.03265,0.01002,2.64863,3.20854,1.27843,0.000413482,0.000413482,0.000413482
31,41.4302,2.7636,2.41778,1.227,0.05833,0.2834,0.06196,0.018,2.76218,3.05367,1.29271,0.0004218,0.0004218,0.0004218
32,42.7986,2.73654,2.04863,1.17704,0.05833,0.2834,0.06196,0.018,2.76218,3.05367,1.29271,0.000429722,0.000429722,0.000429722
33,44.2248,3.2982,2.36169,1.21586,0.05833,0.2834,0.06196,0.018,2.76218,3.05367,1.29271,0.000437248,0.000437248,0.000437248
34,45.6813,3.03522,2.34435,1.2486,0.0975,0.47368,0.13169,0.04151,2.82912,2.85992,1.29261,0.000444378,0.000444378,0.000444378
35,47.1067,2.91167,2.20023,1.17993,0.0975,0.47368,0.13169,0.04151,2.82912,2.85992,1.29261,0.000451112,0.000451112,0.000451112
36,48.3964,2.53436,2.02364,1.21524,0.0975,0.47368,0.13169,0.04151,2.82912,2.85992,1.29261,0.00045745,0.00045745,0.00045745
37,49.7047,2.61158,2.00165,1.14965,0.0975,0.47368,0.13169,0.04151,2.82912,2.85992,1.29261,0.000463392,0.000463392,0.000463392
38,50.9859,2.69916,2.30724,1.3712,0.11583,0.56275,0.14872,0.04146,2.95799,2.64093,1.34247,0.000468938,0.000468938,0.000468938
39,52.2712,2.80021,2.03961,1.16243,0.11583,0.56275,0.14872,0.04146,2.95799,2.64093,1.34247,0.000474088,0.000474088,0.000474088
40,53.5396,2.66217,1.96101,1.20051,0.11583,0.56275,0.14872,0.04146,2.95799,2.64093,1.34247,0.000478842,0.000478842,0.000478842
41,54.7899,2.81731,1.96004,1.13446,0.11583,0.56275,0.14872,0.04146,2.95799,2.64093,1.34247,0.0004832,0.0004832,0.0004832
42,56.0307,2.46922,2.05633,1.21548,0.12333,0.59919,0.18454,0.04705,2.92025,2.42757,1.33202,0.000487162,0.000487162,0.000487162
43,57.2956,2.47952,1.90978,1.18642,0.12333,0.59919,0.18454,0.04705,2.92025,2.42757,1.33202,0.000490728,0.000490728,0.000490728
44,58.5904,2.8161,1.85562,1.14025,0.12333,0.59919,0.18454,0.04705,2.92025,2.42757,1.33202,0.000493898,0.000493898,0.000493898
45,59.9014,2.46304,1.9397,1.15259,0.12333,0.59919,0.18454,0.04705,2.92025,2.42757,1.33202,0.000496672,0.000496672,0.000496672
46,61.2142,2.57606,1.94547,1.13952,0.27539,0.52227,0.21604,0.06709,2.74429,2.18169,1.25984,0.00049905,0.00049905,0.00049905
47,62.4813,2.80647,1.81035,1.10261,0.27539,0.52227,0.21604,0.06709,2.74429,2.18169,1.25984,0.000501032,0.000501032,0.000501032
48,63.7235,2.50503,1.77542,1.13661,0.27539,0.52227,0.21604,0.06709,2.74429,2.18169,1.25984,0.000502618,0.000502618,0.000502618
49,65.1069,2.87082,1.80293,1.10092,0.27539,0.52227,0.21604,0.06709,2.74429,2.18169,1.25984,0.000503808,0.000503808,0.000503808
50,66.3614,2.40192,1.74153,1.137,0.31256,0.50202,0.2909,0.10518,2.51839,1.90159,1.1743,0.000504602,0.000504602,0.000504602
51,67.6163,2.5198,1.72254,1.08888,0.31256,0.50202,0.2909,0.10518,2.51839,1.90159,1.1743,0.000505,0.000505,0.000505
52,68.9146,2.52676,1.64557,1.06485,0.31256,0.50202,0.2909,0.10518,2.51839,1.90159,1.1743,0.000505002,0.000505002,0.000505002
53,70.1953,2.52596,1.77097,1.09044,0.31256,0.50202,0.2909,0.10518,2.51839,1.90159,1.1743,0.000504608,0.000504608,0.000504608
54,71.5622,2.56976,1.58445,1.079,0.31256,0.50202,0.2909,0.10518,2.51839,1.90159,1.1743,0.000503818,0.000503818,0.000503818
55,72.9006,2.43099,1.82598,1.0997,0.39811,0.46559,0.33991,0.12886,2.30489,1.79047,1.09595,0.000502632,0.000502632,0.000502632
56,74.1883,2.52445,2.01216,1.16387,0.39811,0.46559,0.33991,0.12886,2.30489,1.79047,1.09595,0.00050105,0.00050105,0.00050105
57,75.5413,2.78096,1.73801,1.1343,0.39811,0.46559,0.33991,0.12886,2.30489,1.79047,1.09595,0.000499072,0.000499072,0.000499072
58,76.8024,2.26485,1.62278,1.05595,0.39811,0.46559,0.33991,0.12886,2.30489,1.79047,1.09595,0.000496698,0.000496698,0.000496698
59,78.1775,2.5055,1.7531,1.10308,0.39811,0.46559,0.33991,0.12886,2.30489,1.79047,1.09595,0.000493928,0.000493928,0.000493928
60,79.5186,2.35249,1.68742,1.11819,0.42892,0.49393,0.33592,0.13147,2.24664,1.75825,1.0736,0.000490762,0.000490762,0.000490762
61,80.9301,2.69033,1.71256,1.06918,0.42892,0.49393,0.33592,0.13147,2.24664,1.75825,1.0736,0.0004872,0.0004872,0.0004872
62,82.2009,2.36069,1.74917,1.12058,0.42892,0.49393,0.33592,0.13147,2.24664,1.75825,1.0736,0.000483242,0.000483242,0.000483242
63,83.4869,2.67299,1.70851,1.0288,0.42892,0.49393,0.33592,0.13147,2.24664,1.75825,1.0736,0.000478888,0.000478888,0.000478888
64,84.7238,2.25415,1.72003,1.11536,0.42892,0.49393,0.33592,0.13147,2.24664,1.75825,1.0736,0.000474138,0.000474138,0.000474138
65,85.9431,2.38958,1.68323,1.14918,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.000468992,0.000468992,0.000468992
66,87.3258,2.33034,1.60083,1.07801,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.00046345,0.00046345,0.00046345
67,88.5334,2.17564,1.88125,1.13818,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.000457512,0.000457512,0.000457512
68,89.7731,2.33802,1.65876,1.06056,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.000451178,0.000451178,0.000451178
69,91.0214,2.25955,1.6112,1.06731,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.000444448,0.000444448,0.000444448
70,92.2564,2.42633,1.58952,1.04171,0.39183,0.45749,0.32876,0.12521,2.28519,1.76001,1.09707,0.000437322,0.000437322,0.000437322
71,93.5375,2.25342,1.73835,1.12157,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.0004298,0.0004298,0.0004298
72,94.8046,2.21149,1.68349,1.09663,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.000421882,0.000421882,0.000421882
73,96.0119,2.1905,1.65314,1.07711,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.000413568,0.000413568,0.000413568
74,97.2597,2.20393,1.48037,1.05904,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.000404858,0.000404858,0.000404858
75,98.4894,2.23573,1.68829,1.16307,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.000395752,0.000395752,0.000395752
76,99.7905,2.38116,1.70999,1.15879,0.35829,0.46559,0.33838,0.13388,2.26758,1.70516,1.08027,0.00038625,0.00038625,0.00038625
77,101.081,2.24732,1.82787,1.17532,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000376352,0.000376352,0.000376352
78,102.462,2.32706,1.58207,1.04057,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000366058,0.000366058,0.000366058
79,103.798,2.3879,1.50185,1.06564,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000355368,0.000355368,0.000355368
80,105.102,2.40047,1.49984,1.03099,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000344282,0.000344282,0.000344282
81,106.384,2.17452,1.58109,1.07858,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.0003328,0.0003328,0.0003328
82,107.801,2.22053,1.60319,1.09535,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000320922,0.000320922,0.000320922
83,109.195,2.25268,1.60236,1.08665,0.39263,0.51012,0.39349,0.16752,2.18419,1.60267,1.05147,0.000308648,0.000308648,0.000308648
84,110.509,2.19439,1.68945,1.04594,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000295978,0.000295978,0.000295978
85,111.801,2.116,1.52719,1.06365,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000282912,0.000282912,0.000282912
86,113.05,2.17628,1.56694,1.07728,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.00026945,0.00026945,0.00026945
87,114.292,2.15861,1.53592,1.05088,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000255592,0.000255592,0.000255592
88,115.632,2.36214,1.60091,1.06866,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000241338,0.000241338,0.000241338
89,116.979,2.04931,1.53434,1.04068,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000226688,0.000226688,0.000226688
90,118.251,2.13911,1.5232,1.06726,0.54515,0.4332,0.44733,0.18431,2.17365,1.54945,1.0439,0.000211642,0.000211642,0.000211642
91,119.502,2.15523,1.55012,1.09493,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.0001962,0.0001962,0.0001962
92,120.742,2.22015,1.65264,1.02827,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.000180362,0.000180362,0.000180362
93,122.009,2.15712,1.54853,1.0444,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.000164128,0.000164128,0.000164128
94,123.251,2.12896,1.57463,1.11562,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.000147498,0.000147498,0.000147498
95,124.469,2.28441,1.75517,1.05449,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.000130472,0.000130472,0.000130472
96,125.711,2.22469,1.6548,1.15688,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,0.00011305,0.00011305,0.00011305
97,126.96,2.20211,1.73049,0.996,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,9.5232e-05,9.5232e-05,9.5232e-05
98,128.174,2.27106,1.68188,1.06819,0.49009,0.56423,0.48559,0.20139,2.14011,1.49405,1.03088,7.7018e-05,7.7018e-05,7.7018e-05
99,129.444,2.15442,1.58023,1.06327,0.53991,0.55112,0.51333,0.21474,2.11845,1.4618,1.02578,5.8408e-05,5.8408e-05,5.8408e-05
100,130.703,2.17661,1.57497,1.09957,0.53991,0.55112,0.51333,0.21474,2.11845,1.4618,1.02578,3.9402e-05,3.9402e-05,3.9402e-05
