epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,27.3321,3.26613,3.05607,1.37372,0.00667,0.03096,0.00347,0.00065,3.85343,3.49525,1.59707,0.000269312,0.000269312,0.000269312
18,28.9131,3.2029,3.09141,1.50815,0.01067,0.04954,0.00573,0.00123,3.49629,3.47724,1.50554,0.000282778,0.000282778,0.000282778
19,30.4706,3.04232,2.98584,1.45029,0.01067,0.04954,0.00573,0.00123,3.49629,3.47724,1.50554,0.000295848,0.000295848,0.000295848
20,32.0785,2.95972,2.89174,1.31843,0.03733,0.17337,0.02255,0.00413,3.07724,3.42547,1.37514,0.000308522,0.000308522,0.000308522
21,33.6427,2.98421,2.73784,1.37339,0.03733,0.17337,0.02255,0.00413,3.07724,3.42547,1.37514,0.0003208,0.0003208,0.0003208
22,35.354,3.08967,2.71102,1.21977,0.05,0.2322,0.0338,0.00978,2.66146,3.37496,1.27275,0.000332682,0.000332682,0.000332682
23,36.8781,2.63444,2.58052,1.31092,0.05,0.2322,0.0338,0.00978,2.66146,3.37496,1.27275,0.000344168,0.000344168,0.000344168
24,38.4941,3.32932,2.59601,1.24454,0.05,0.2322,0.0338,0.00978,2.66146,3.37496,1.27275,0.000355258,0.000355258,0.000355258
25,40.0382,2.69618,2.61666,1.28697,0.062,0.28793,0.04706,0.01432,2.49196,3.27905,1.22282,0.000365952,0.000365952,0.000365952
26,41.5975,2.69585,2.28665,1.2103,0.062,0.28793,0.04706,0.01432,2.49196,3.27905,1.22282,0.00037625,0.00037625,0.00037625
27,43.0663,2.64098,2.51806,1.31041,0.062,0.28793,0.04706,0.01432,2.49196,3.27905,1.22282,0.000386152,0.000386152,0.000386152
28,44.599,2.75836,2.44935,1.26967,0.068,0.31579,0.07476,0.02306,2.49163,3.17406,1.24612,0.000395658,0.000395658,0.000395658
29,46.2375,3.06223,2.28035,1.25769,0.068,0.31579,0.07476,0.02306,2.49163,3.17406,1.24612,0.000404768,0.000404768,0.000404768
30,47.9247,2.99809,2.25843,1.20735,0.068,0.31579,0.07476,0.02306,2.49163,3.17406,1.24612,0.000413482,0.000413482,0.000413482
31,49.5076,2.93468,2.29837,1.24311,0.092,0.42724,0.15415,0.0483,2.51403,3.01419,1.24929,0.0004218,0.0004218,0.0004218
32,51.0094,2.5137,2.09517,1.21177,0.092,0.42724,0.15415,0.0483,2.51403,3.01419,1.24929,0.000429722,0.000429722,0.000429722
33,52.5633,2.61055,2.08845,1.23138,0.092,0.42724,0.15415,0.0483,2.51403,3.01419,1.24929,0.000437248,0.000437248,0.000437248
34,54.075,2.5436,2.15709,1.26549,0.124,0.57585,0.24408,0.07296,2.56419,2.80839,1.26886,0.000444378,0.000444378,0.000444378
35,55.5725,2.4815,2.01719,1.19662,0.124,0.57585,0.24408,0.07296,2.56419,2.80839,1.26886,0.000451112,0.000451112,0.000451112
36,57.1784,2.70893,2.05275,1.19863,0.124,0.57585,0.24408,0.07296,2.56419,2.80839,1.26886,0.00045745,0.00045745,0.00045745
37,58.6515,2.56375,2.05134,1.22188,0.124,0.57585,0.24408,0.07296,2.56419,2.80839,1.26886,0.000463392,0.000463392,0.000463392
38,60.3287,2.73208,1.93662,1.17968,0.14533,0.67492,0.32702,0.08668,2.65291,2.54848,1.29715,0.000468938,0.000468938,0.000468938
39,61.906,2.45611,1.84735,1.1419,0.14533,0.67492,0.32702,0.08668,2.65291,2.54848,1.29715,0.000474088,0.000474088,0.000474088
40,63.4379,2.54474,1.88754,1.19369,0.14533,0.67492,0.32702,0.08668,2.65291,2.54848,1.29715,0.000478842,0.000478842,0.000478842
41,64.9858,2.66867,1.88245,1.15137,0.14533,0.67492,0.32702,0.08668,2.65291,2.54848,1.29715,0.0004832,0.0004832,0.0004832
42,66.476,2.50552,1.97242,1.1969,0.45321,0.31579,0.34586,0.0923,2.69879,2.26493,1.30032,0.000487162,0.000487162,0.000487162
43,67.9387,2.59716,1.98057,1.22138,0.45321,0.31579,0.34586,0.0923,2.69879,2.26493,1.30032,0.000490728,0.000490728,0.000490728
44,69.4431,2.53055,1.92323,1.19561,0.45321,0.31579,0.34586,0.0923,2.69879,2.26493,1.30032,0.000493898,0.000493898,0.000493898
45,70.9899,2.74344,1.77982,1.14073,0.45321,0.31579,0.34586,0.0923,2.69879,2.26493,1.30032,0.000496672,0.000496672,0.000496672
46,72.5397,2.76835,1.7575,1.15729,0.43652,0.47988,0.37228,0.09959,2.65392,2.04239,1.27674,0.00049905,0.00049905,0.00049905
47,74.154,2.58177,1.83552,1.139,0.43652,0.47988,0.37228,0.09959,2.65392,2.04239,1.27674,0.000501032,0.000501032,0.000501032
48,75.7109,2.76135,1.76974,1.13136,0.43652,0.47988,0.37228,0.09959,2.65392,2.04239,1.27674,0.000502618,0.000502618,0.000502618
49,77.2352,2.51959,1.80334,1.22217,0.43652,0.47988,0.37228,0.09959,2.65392,2.04239,1.27674,0.000503808,0.000503808,0.000503808
50,78.8485,2.43542,1.71906,1.10787,0.379,0.5933,0.37435,0.10589,2.62155,1.8856,1.26738,0.000504602,0.000504602,0.000504602
51,80.3652,2.69459,1.61789,1.13263,0.379,0.5933,0.37435,0.10589,2.62155,1.8856,1.26738,0.000505,0.000505,0.000505
52,81.947,2.55803,1.73606,1.10646,0.379,0.5933,0.37435,0.10589,2.62155,1.8856,1.26738,0.000505002,0.000505002,0.000505002
53,83.4839,2.62585,1.86423,1.18886,0.379,0.5933,0.37435,0.10589,2.62155,1.8856,1.26738,0.000504608,0.000504608,0.000504608
54,85.0421,2.468,1.69763,1.14084,0.379,0.5933,0.37435,0.10589,2.62155,1.8856,1.26738,0.000503818,0.000503818,0.000503818
55,86.5898,2.51636,1.65627,1.08163,0.40156,0.57895,0.38185,0.11267,2.56065,1.79954,1.24428,0.000502632,0.000502632,0.000502632
56,88.105,2.39933,1.67816,1.12631,0.40156,0.57895,0.38185,0.11267,2.56065,1.79954,1.24428,0.00050105,0.00050105,0.00050105
57,89.6569,2.4368,1.80002,1.1829,0.40156,0.57895,0.38185,0.11267,2.56065,1.79954,1.24428,0.000499072,0.000499072,0.000499072
58,91.1125,2.38474,1.86176,1.12558,0.40156,0.57895,0.38185,0.11267,2.56065,1.79954,1.24428,0.000496698,0.000496698,0.000496698
59,92.7264,2.49421,1.74155,1.12666,0.40156,0.57895,0.38185,0.11267,2.56065,1.79954,1.24428,0.000493928,0.000493928,0.000493928
60,94.4915,2.43803,1.68291,1.11706,0.43966,0.58543,0.41104,0.12865,2.4617,1.70547,1.20012,0.000490762,0.000490762,0.000490762
61,96.1457,2.32135,1.70541,1.09716,0.43966,0.58543,0.41104,0.12865,2.4617,1.70547,1.20012,0.0004872,0.0004872,0.0004872
62,97.7477,2.30587,1.73888,1.14488,0.43966,0.58543,0.41104,0.12865,2.4617,1.70547,1.20012,0.000483242,0.000483242,0.000483242
63,99.3584,2.45016,1.66285,1.08282,0.43966,0.58543,0.41104,0.12865,2.4617,1.70547,1.20012,0.000478888,0.000478888,0.000478888
64,101.073,2.52092,1.55291,1.09028,0.43966,0.58543,0.41104,0.12865,2.4617,1.70547,1.20012,0.000474138,0.000474138,0.000474138
65,102.644,2.41962,1.67768,1.09851,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.000468992,0.000468992,0.000468992
66,104.277,2.37041,1.58087,1.11007,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.00046345,0.00046345,0.00046345
67,105.78,2.34854,1.63056,1.18757,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.000457512,0.000457512,0.000457512
68,107.476,2.42715,1.64606,1.1507,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.000451178,0.000451178,0.000451178
69,108.972,2.29272,1.76472,1.11859,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.000444448,0.000444448,0.000444448
70,110.521,2.48058,1.81488,1.24968,0.50729,0.62848,0.47569,0.15166,2.41116,1.65307,1.16956,0.000437322,0.000437322,0.000437322
71,112.415,2.52469,1.63173,1.09337,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.0004298,0.0004298,0.0004298
72,114.037,2.35355,1.61572,1.13449,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.000421882,0.000421882,0.000421882
73,115.804,2.37446,1.53265,1.11271,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.000413568,0.000413568,0.000413568
74,117.37,2.30695,1.63938,1.14156,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.000404858,0.000404858,0.000404858
75,119.003,2.39335,1.72255,1.13499,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.000395752,0.000395752,0.000395752
76,120.627,2.34599,1.66396,1.13445,0.52476,0.60991,0.49515,0.15615,2.43964,1.59505,1.17461,0.00038625,0.00038625,0.00038625
77,122.192,2.28476,1.58359,1.15366,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000376352,0.000376352,0.000376352
78,123.727,2.244,1.43727,1.13595,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000366058,0.000366058,0.000366058
79,125.318,2.6733,1.56108,1.09845,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000355368,0.000355368,0.000355368
80,126.816,2.26352,1.70531,1.18802,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000344282,0.000344282,0.000344282
81,128.409,2.44127,1.52796,1.08915,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.0003328,0.0003328,0.0003328
82,130.168,2.68939,1.57557,1.07166,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000320922,0.000320922,0.000320922
83,131.762,2.57784,1.55634,1.08675,0.54713,0.62839,0.49928,0.15832,2.42819,1.55469,1.16737,0.000308648,0.000308648,0.000308648
84,133.36,2.40395,1.39845,1.11671,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000295978,0.000295978,0.000295978
85,134.996,2.41054,1.57429,1.12715,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000282912,0.000282912,0.000282912
86,136.592,2.30993,1.52223,1.12802,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.00026945,0.00026945,0.00026945
87,138.262,2.3516,1.52817,1.10237,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000255592,0.000255592,0.000255592
88,139.826,2.27073,1.54067,1.13444,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000241338,0.000241338,0.000241338
89,141.358,2.30264,1.50992,1.13579,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000226688,0.000226688,0.000226688
90,142.961,2.38019,1.56009,1.12379,0.56927,0.64396,0.53008,0.17359,2.39789,1.51689,1.15492,0.000211642,0.000211642,0.000211642
91,144.472,2.33079,1.56257,1.07172,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.0001962,0.0001962,0.0001962
92,146,2.30142,1.55348,1.1304,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.000180362,0.000180362,0.000180362
93,147.492,2.23393,1.51809,1.1489,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.000164128,0.000164128,0.000164128
94,148.995,2.25716,1.47179,1.13885,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.000147498,0.000147498,0.000147498
95,150.497,2.28465,1.58735,1.17879,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.000130472,0.000130472,0.000130472
96,152.006,2.26304,1.71792,1.22469,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,0.00011305,0.00011305,0.00011305
97,153.487,2.20841,1.55649,1.16111,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,9.5232e-05,9.5232e-05,9.5232e-05
98,155.012,2.30016,1.67109,1.18593,0.58754,0.65635,0.56334,0.18824,2.32019,1.50472,1.13125,7.7018e-05,7.7018e-05,7.7018e-05
99,156.54,2.33265,1.72954,1.22582,0.59787,0.68584,0.58864,0.20465,2.28453,1.4805,1.11533,5.8408e-05,5.8408e-05,5.8408e-05
100,158.04,2.21954,1.48971,1.11296,0.59787,0.68584,0.58864,0.20465,2.28453,1.4805,1.11533,3.9402e-05,3.9402e-05,3.9402e-05
