epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,65.4965,2.93973,2.00987,1.196,0.15556,0.70175,0.39054,0.10903,2.57655,2.58573,1.27754,0.000524861,0.000524861,0.000524861
33,67.4845,2.51711,2.05853,1.23178,0.15556,0.70175,0.39054,0.10903,2.57655,2.58573,1.27754,0.000538624,0.000538624,0.000538624
34,69.4467,2.54883,1.94875,1.20188,0.41657,0.55138,0.34364,0.09636,2.66987,2.27584,1.32798,0.000552189,0.000552189,0.000552189
35,71.5419,2.94356,1.8762,1.22073,0.41657,0.55138,0.34364,0.09636,2.66987,2.27584,1.32798,0.000565556,0.000565556,0.000565556
36,73.3402,2.51913,2.06444,1.27759,0.41657,0.55138,0.34364,0.09636,2.66987,2.27584,1.32798,0.000578725,0.000578725,0.000578725
37,75.3439,2.50308,1.88111,1.19536,0.41657,0.55138,0.34364,0.09636,2.66987,2.27584,1.32798,0.000591696,0.000591696,0.000591696
38,77.4358,2.71075,1.82629,1.20213,0.35014,0.57393,0.29578,0.09092,2.64926,2.01752,1.34012,0.000604469,0.000604469,0.000604469
39,79.3011,2.46811,1.8135,1.23944,0.35014,0.57393,0.29578,0.09092,2.64926,2.01752,1.34012,0.000617044,0.000617044,0.000617044
40,81.4233,2.42817,1.83319,1.16901,0.35014,0.57393,0.29578,0.09092,2.64926,2.01752,1.34012,0.000629421,0.000629421,0.000629421
41,83.1576,2.49827,1.80418,1.24049,0.35014,0.57393,0.29578,0.09092,2.64926,2.01752,1.34012,0.0006416,0.0006416,0.0006416
42,84.9629,2.40416,1.85205,1.22321,0.37981,0.58897,0.37019,0.10251,2.72448,1.73426,1.39949,0.000653581,0.000653581,0.000653581
43,87.1447,2.43587,1.58479,1.13182,0.37981,0.58897,0.37019,0.10251,2.72448,1.73426,1.39949,0.000665364,0.000665364,0.000665364
44,89.1921,2.44164,1.74625,1.16993,0.37981,0.58897,0.37019,0.10251,2.72448,1.73426,1.39949,0.000676949,0.000676949,0.000676949
45,91.1818,2.53607,1.7807,1.23717,0.37981,0.58897,0.37019,0.10251,2.72448,1.73426,1.39949,0.000688336,0.000688336,0.000688336
46,93.2239,2.71722,1.61128,1.16302,0.50649,0.60961,0.41683,0.11364,2.73307,1.55441,1.40066,0.000699525,0.000699525,0.000699525
47,95.0717,2.57999,1.71207,1.17115,0.50649,0.60961,0.41683,0.11364,2.73307,1.55441,1.40066,0.000710516,0.000710516,0.000710516
48,96.9988,2.40811,1.5752,1.17391,0.50649,0.60961,0.41683,0.11364,2.73307,1.55441,1.40066,0.000721309,0.000721309,0.000721309
49,99.1237,2.66666,1.64579,1.15322,0.50649,0.60961,0.41683,0.11364,2.73307,1.55441,1.40066,0.000731904,0.000731904,0.000731904
50,101.19,2.41653,1.59625,1.15758,0.52172,0.69925,0.50924,0.15989,2.489,1.48845,1.28611,0.000742301,0.000742301,0.000742301
51,103.374,2.62451,1.63486,1.16814,0.52172,0.69925,0.50924,0.15989,2.489,1.48845,1.28611,0.0007525,0.0007525,0.0007525
52,105.361,2.52606,1.53517,1.12074,0.52172,0.69925,0.50924,0.15989,2.489,1.48845,1.28611,0.000762501,0.000762501,0.000762501
53,107.157,2.30428,1.52596,1.17259,0.52172,0.69925,0.50924,0.15989,2.489,1.48845,1.28611,0.000772304,0.000772304,0.000772304
54,109.104,2.5123,1.63914,1.14634,0.52172,0.69925,0.50924,0.15989,2.489,1.48845,1.28611,0.000781909,0.000781909,0.000781909
55,111.292,2.7234,1.58312,1.15851,0.40694,0.64912,0.44507,0.14022,2.46473,1.64955,1.26306,0.000791316,0.000791316,0.000791316
56,113.065,2.45523,1.78844,1.21887,0.40694,0.64912,0.44507,0.14022,2.46473,1.64955,1.26306,0.000800525,0.000800525,0.000800525
57,115.122,2.42784,1.50944,1.11747,0.40694,0.64912,0.44507,0.14022,2.46473,1.64955,1.26306,0.000809536,0.000809536,0.000809536
58,116.972,2.43059,1.76402,1.22165,0.40694,0.64912,0.44507,0.14022,2.46473,1.64955,1.26306,0.000818349,0.000818349,0.000818349
59,118.858,2.52638,1.61083,1.12776,0.40694,0.64912,0.44507,0.14022,2.46473,1.64955,1.26306,0.000826964,0.000826964,0.000826964
60,120.877,2.19857,1.44912,1.0706,0.36769,0.67479,0.39135,0.11594,2.57304,1.81967,1.31778,0.000835381,0.000835381,0.000835381
61,123.069,2.35542,1.51161,1.11385,0.36769,0.67479,0.39135,0.11594,2.57304,1.81967,1.31778,0.0008436,0.0008436,0.0008436
62,124.897,2.3285,1.47041,1.12245,0.36769,0.67479,0.39135,0.11594,2.57304,1.81967,1.31778,0.000851621,0.000851621,0.000851621
63,126.659,2.3918,1.66497,1.17219,0.36769,0.67479,0.39135,0.11594,2.57304,1.81967,1.31778,0.000859444,0.000859444,0.000859444
64,128.575,2.41864,1.54653,1.12454,0.36769,0.67479,0.39135,0.11594,2.57304,1.81967,1.31778,0.000867069,0.000867069,0.000867069
65,130.743,2.40826,1.5336,1.13691,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000874496,0.000874496,0.000874496
66,132.93,2.58774,1.51454,1.11405,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000881725,0.000881725,0.000881725
67,135.25,2.51241,1.59249,1.11855,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000888756,0.000888756,0.000888756
68,137.078,2.30128,1.39784,1.05968,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000895589,0.000895589,0.000895589
69,138.93,2.26871,1.44632,1.13436,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000902224,0.000902224,0.000902224
70,140.807,2.39608,1.50143,1.0869,0.49747,0.64411,0.48673,0.15089,2.50479,1.84,1.27696,0.000908661,0.000908661,0.000908661
71,143.046,2.6775,1.5992,1.09026,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.0009149,0.0009149,0.0009149
72,144.886,2.41918,1.5722,1.16642,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.000920941,0.000920941,0.000920941
73,146.855,2.40759,1.54256,1.13471,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.000926784,0.000926784,0.000926784
74,148.702,2.34389,1.46945,1.146,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.000932429,0.000932429,0.000932429
75,150.595,2.34584,1.63225,1.15673,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.000937876,0.000937876,0.000937876
76,152.402,2.31036,1.62082,1.13624,0.551,0.7218,0.57404,0.19007,2.37781,1.87698,1.22077,0.000943125,0.000943125,0.000943125
77,154.366,2.72373,1.68831,1.12123,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000948176,0.000948176,0.000948176
78,156.318,2.26076,1.43069,1.07365,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000953029,0.000953029,0.000953029
79,158.237,2.30593,1.32222,1.06598,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000957684,0.000957684,0.000957684
80,160.466,2.30103,1.34387,1.05402,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000962141,0.000962141,0.000962141
81,162.362,2.28486,1.39655,1.06859,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.0009664,0.0009664,0.0009664
82,164.307,2.4325,1.45954,1.08456,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000970461,0.000970461,0.000970461
83,166.244,2.36294,1.39325,1.09529,0.59419,0.67156,0.5682,0.17998,2.38397,1.94062,1.2102,0.000974324,0.000974324,0.000974324
84,168.461,2.50917,1.50644,1.08367,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000977989,0.000977989,0.000977989
85,170.518,2.44239,1.46477,1.07419,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000981456,0.000981456,0.000981456
86,172.479,2.34909,1.54384,1.13329,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000984725,0.000984725,0.000984725
87,174.297,2.40977,1.65205,1.14678,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000987796,0.000987796,0.000987796
88,176.149,2.3045,1.48154,1.12802,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000990669,0.000990669,0.000990669
89,178.28,2.39608,1.5262,1.13486,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000993344,0.000993344,0.000993344
90,180.095,2.35845,1.54553,1.18873,0.45696,0.54386,0.40793,0.12224,2.50543,2.17899,1.24161,0.000995821,0.000995821,0.000995821
91,182.123,2.30774,1.45571,1.13337,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.0009981,0.0009981,0.0009981
92,184.155,2.30048,1.5005,1.11184,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100018,0.00100018,0.00100018
93,186.066,2.52692,1.52736,1.09222,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100206,0.00100206,0.00100206
94,188.01,2.50702,1.4128,1.05729,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100375,0.00100375,0.00100375
95,190.107,2.37578,1.38119,1.12238,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100524,0.00100524,0.00100524
96,191.941,2.30465,1.44047,1.12166,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100653,0.00100653,0.00100653
97,193.837,2.28118,1.34455,1.0633,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100762,0.00100762,0.00100762
98,196.026,2.34612,1.42831,1.10618,0.49593,0.61153,0.47056,0.13952,2.44221,2.12866,1.20543,0.00100851,0.00100851,0.00100851
99,198.124,2.41998,1.54223,1.04599,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0010092,0.0010092,0.0010092
100,200.272,2.48922,1.45765,1.07549,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0010097,0.0010097,0.0010097
101,202.225,2.38811,1.45516,1.12084,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.00101,0.00101,0.00101
102,204.308,2.39454,1.41813,1.06893,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0010001,0.0010001,0.0010001
103,206.452,2.25822,1.317,1.06838,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0009902,0.0009902,0.0009902
104,208.422,2.39877,1.60029,1.10761,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0009803,0.0009803,0.0009803
105,210.334,2.36382,1.52499,1.06203,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0009704,0.0009704,0.0009704
106,212.371,2.40611,1.45566,1.04717,0.61682,0.72431,0.60078,0.20575,2.29968,1.91967,1.15209,0.0009605,0.0009605,0.0009605
107,214.314,2.34641,1.44819,1.1131,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0009506,0.0009506,0.0009506
108,216.163,2.19794,1.40227,1.12084,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0009407,0.0009407,0.0009407
109,218.463,2.31684,1.4394,1.04836,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0009308,0.0009308,0.0009308
110,220.406,2.28673,1.38378,1.12968,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0009209,0.0009209,0.0009209
111,222.568,2.31248,1.4542,1.04992,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.000911,0.000911,0.000911
112,224.797,2.29647,1.38732,1.05983,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0009011,0.0009011,0.0009011
113,226.766,2.29868,1.39241,1.06823,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0008912,0.0008912,0.0008912
114,228.66,2.31464,1.43073,1.06736,0.67326,0.74937,0.64276,0.22158,2.27968,1.72455,1.15102,0.0008813,0.0008813,0.0008813
115,230.575,2.31563,1.42986,1.13936,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008714,0.0008714,0.0008714
116,232.43,2.27205,1.48008,1.18191,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008615,0.0008615,0.0008615
117,234.353,2.34055,1.30671,1.08125,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008516,0.0008516,0.0008516
118,236.396,2.27843,1.30605,1.08035,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008417,0.0008417,0.0008417
119,238.269,2.23801,1.41651,1.11685,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008318,0.0008318,0.0008318
120,240.423,2.16701,1.43062,1.10883,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008219,0.0008219,0.0008219
121,242.248,2.23064,1.46555,1.09837,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.000812,0.000812,0.000812
122,244.078,2.22782,1.3819,1.11394,0.62294,0.7039,0.56998,0.17148,2.42543,1.59742,1.21132,0.0008021,0.0008021,0.0008021
123,245.964,2.16185,1.3907,1.11075,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007922,0.0007922,0.0007922
124,247.832,2.31426,1.41602,1.0965,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007823,0.0007823,0.0007823
125,249.678,2.21964,1.34391,1.10417,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007724,0.0007724,0.0007724
126,251.7,2.26844,1.45089,1.15715,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007625,0.0007625,0.0007625
127,253.667,2.29758,1.50314,1.12776,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007526,0.0007526,0.0007526
128,255.67,2.38688,1.38711,1.07359,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007427,0.0007427,0.0007427
129,257.59,2.22795,1.42773,1.16309,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007328,0.0007328,0.0007328
130,259.48,2.24187,1.39955,1.0839,0.63904,0.73183,0.60432,0.17948,2.40025,1.53581,1.20096,0.0007229,0.0007229,0.0007229
131,261.39,2.29088,1.49582,1.19561,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.000713,0.000713,0.000713
132,263.491,2.08058,1.27913,1.0662,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0007031,0.0007031,0.0007031
133,265.616,2.283,1.29862,1.06244,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006932,0.0006932,0.0006932
134,268.99,2.46794,1.31459,1.06666,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006833,0.0006833,0.0006833
135,271.274,2.37018,1.39567,1.1387,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006734,0.0006734,0.0006734
136,273.273,2.28645,1.41734,1.1273,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006635,0.0006635,0.0006635
137,275.321,2.31933,1.42314,1.10602,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006536,0.0006536,0.0006536
138,277.396,2.17675,1.35501,1.11781,0.69013,0.78947,0.67241,0.23102,2.25173,1.43063,1.13615,0.0006437,0.0006437,0.0006437
139,279.656,2.45794,1.40335,1.06256,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0006338,0.0006338,0.0006338
140,281.641,2.23973,1.38572,1.12385,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0006239,0.0006239,0.0006239
141,283.618,2.14593,1.24559,1.0486,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.000614,0.000614,0.000614
142,285.86,2.1835,1.26783,1.06666,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0006041,0.0006041,0.0006041
143,287.753,2.22233,1.3442,1.08864,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0005942,0.0005942,0.0005942
144,289.99,2.15245,1.35074,1.06399,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0005843,0.0005843,0.0005843
145,291.932,2.27708,1.3529,1.12129,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0005744,0.0005744,0.0005744
146,293.817,2.17957,1.45748,1.12295,0.70082,0.80201,0.67607,0.25913,2.18515,1.3891,1.09465,0.0005645,0.0005645,0.0005645
147,295.917,2.30963,1.35766,1.05749,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0005546,0.0005546,0.0005546
148,297.746,2.15322,1.3172,1.10373,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0005447,0.0005447,0.0005447
149,299.742,2.19226,1.28904,1.09872,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0005348,0.0005348,0.0005348
150,301.845,2.16696,1.31299,1.04489,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0005249,0.0005249,0.0005249
151,303.758,2.12982,1.27748,1.08678,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.000515,0.000515,0.000515
152,305.622,2.19387,1.3454,1.08178,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0005051,0.0005051,0.0005051
153,307.384,2.2251,1.43222,1.11004,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0004952,0.0004952,0.0004952
154,309.344,2.42657,1.35847,1.01716,0.6875,0.79699,0.66803,0.24882,2.17043,1.37033,1.08714,0.0004853,0.0004853,0.0004853
155,311.419,2.29206,1.35158,1.06096,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004754,0.0004754,0.0004754
156,313.595,2.17817,1.333,1.12135,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004655,0.0004655,0.0004655
157,315.516,2.40753,1.39714,1.06314,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004556,0.0004556,0.0004556
158,317.477,2.18085,1.28963,1.05948,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004457,0.0004457,0.0004457
159,319.222,2.15157,1.31178,1.1078,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004358,0.0004358,0.0004358
160,321.123,2.14747,1.30495,1.04901,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004259,0.0004259,0.0004259
161,322.96,2.21692,1.33776,1.0729,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.000416,0.000416,0.000416
162,324.737,2.22029,1.42657,1.19062,0.66825,0.79449,0.65742,0.24421,2.16451,1.33309,1.08471,0.0004061,0.0004061,0.0004061
163,326.57,2.19307,1.50731,1.15338,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003962,0.0003962,0.0003962
164,328.406,2.15623,1.2945,1.06706,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003863,0.0003863,0.0003863
165,330.292,2.43156,1.31927,1.07384,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003764,0.0003764,0.0003764
166,332.2,2.12778,1.25444,1.05414,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003665,0.0003665,0.0003665
167,334.146,2.28697,1.36755,1.11331,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003566,0.0003566,0.0003566
168,336.113,2.16763,1.2923,1.02998,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003467,0.0003467,0.0003467
169,337.983,2.16274,1.39943,1.09609,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003368,0.0003368,0.0003368
170,339.9,2.27129,1.36207,1.04272,0.67719,0.78446,0.68448,0.24427,2.1737,1.29966,1.09021,0.0003269,0.0003269,0.0003269
171,341.79,2.16468,1.34559,1.0946,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.000317,0.000317,0.000317
172,343.863,2.31099,1.24234,1.05188,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0003071,0.0003071,0.0003071
173,345.756,2.13999,1.34805,1.11174,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002972,0.0002972,0.0002972
174,347.717,2.10813,1.19249,1.03681,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002873,0.0002873,0.0002873
175,349.779,2.37373,1.32113,1.07955,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002774,0.0002774,0.0002774
176,351.565,2.10276,1.54439,1.16237,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002675,0.0002675,0.0002675
177,353.469,2.1033,1.26797,1.08838,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002576,0.0002576,0.0002576
178,355.414,2.20839,1.42048,1.09078,0.69957,0.7587,0.6893,0.25783,2.16832,1.2696,1.08746,0.0002477,0.0002477,0.0002477
179,357.43,2.21353,1.32909,1.06463,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0002378,0.0002378,0.0002378
180,359.643,2.22434,1.3669,1.10706,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0002279,0.0002279,0.0002279
181,362.722,2.24251,1.24707,1.04932,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.000218,0.000218,0.000218
182,364.716,2.15321,1.39073,1.17855,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0002081,0.0002081,0.0002081
183,366.855,2.2553,1.3056,1.08388,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0001982,0.0001982,0.0001982
184,368.966,2.16156,1.27206,1.04241,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0001883,0.0001883,0.0001883
185,371.038,2.23856,1.35891,1.03988,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0001784,0.0001784,0.0001784
186,373.078,2.38588,1.27139,1.03458,0.70287,0.79445,0.69994,0.26156,2.14787,1.26173,1.07864,0.0001685,0.0001685,0.0001685
