epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,47.7442,2.97104,2.94733,1.34862,0.0275,0.13387,0.01641,0.00327,3.52652,3.48525,1.51792,0.000307328,0.000307328,0.000307328
18,50.541,3.05065,3.00345,1.4073,0.0425,0.2069,0.02736,0.00664,3.04195,3.42459,1.37206,0.000325695,0.000325695,0.000325695
19,53.0263,3.01911,2.87268,1.5197,0.0425,0.2069,0.02736,0.00664,3.04195,3.42459,1.37206,0.000343962,0.000343962,0.000343962
20,55.6712,2.97766,2.8678,1.47762,0.07292,0.35497,0.05476,0.01449,2.67545,3.33957,1.27789,0.000362131,0.000362131,0.000362131
21,58.5013,2.7731,2.72836,1.36806,0.07292,0.35497,0.05476,0.01449,2.67545,3.33957,1.27789,0.0003802,0.0003802,0.0003802
22,61.5545,2.85105,2.64567,1.33278,0.10792,0.52535,0.0998,0.02967,2.55148,3.18101,1.2388,0.00039817,0.00039817,0.00039817
23,64.5509,2.67601,2.47507,1.32034,0.10792,0.52535,0.0998,0.02967,2.55148,3.18101,1.2388,0.000416042,0.000416042,0.000416042
24,67.0541,2.57392,2.38962,1.25767,0.10792,0.52535,0.0998,0.02967,2.55148,3.18101,1.2388,0.000433815,0.000433815,0.000433815
25,69.554,2.54534,2.43706,1.31834,0.12292,0.59838,0.18916,0.05194,2.57554,2.99055,1.25139,0.000451488,0.000451488,0.000451488
26,72.4178,2.91546,2.27041,1.26056,0.12292,0.59838,0.18916,0.05194,2.57554,2.99055,1.25139,0.000469063,0.000469063,0.000469063
27,75.0709,2.78514,2.28907,1.25432,0.12292,0.59838,0.18916,0.05194,2.57554,2.99055,1.25139,0.000486538,0.000486538,0.000486538
28,77.9699,2.93769,2.22395,1.223,0.14417,0.70183,0.3153,0.0831,2.56285,2.76889,1.25327,0.000503915,0.000503915,0.000503915
29,80.8498,2.77013,2.14101,1.19227,0.14417,0.70183,0.3153,0.0831,2.56285,2.76889,1.25327,0.000521192,0.000521192,0.000521192
30,83.7399,2.75345,2.07665,1.22709,0.14417,0.70183,0.3153,0.0831,2.56285,2.76889,1.25327,0.00053837,0.00053837,0.00053837
31,86.5347,2.77009,1.9945,1.18749,0.17148,0.6373,0.33298,0.08579,2.6042,2.55452,1.26905,0.00055545,0.00055545,0.00055545
32,88.9337,2.56655,2.06461,1.28153,0.17148,0.6373,0.33298,0.08579,2.6042,2.55452,1.26905,0.000572431,0.000572431,0.000572431
33,91.7521,2.62627,1.89175,1.1365,0.17148,0.6373,0.33298,0.08579,2.6042,2.55452,1.26905,0.000589312,0.000589312,0.000589312
34,94.4474,2.80168,1.82839,1.15332,0.43329,0.37323,0.314,0.08521,2.59278,2.29755,1.27499,0.000606095,0.000606095,0.000606095
35,97.2767,2.58556,1.89441,1.19736,0.43329,0.37323,0.314,0.08521,2.59278,2.29755,1.27499,0.000622778,0.000622778,0.000622778
36,100.209,2.61312,1.98424,1.21559,0.43329,0.37323,0.314,0.08521,2.59278,2.29755,1.27499,0.000639362,0.000639362,0.000639362
37,102.901,2.60982,1.81696,1.16886,0.43329,0.37323,0.314,0.08521,2.59278,2.29755,1.27499,0.000655848,0.000655848,0.000655848
38,105.684,2.59555,1.89983,1.1965,0.32995,0.59432,0.28897,0.08384,2.58912,2.04618,1.31899,0.000672234,0.000672234,0.000672234
39,108.329,2.75997,1.72656,1.15956,0.32995,0.59432,0.28897,0.08384,2.58912,2.04618,1.31899,0.000688522,0.000688522,0.000688522
40,110.824,2.71867,1.68656,1.14637,0.32995,0.59432,0.28897,0.08384,2.58912,2.04618,1.31899,0.000704711,0.000704711,0.000704711
41,113.422,2.5659,1.84291,1.17985,0.32995,0.59432,0.28897,0.08384,2.58912,2.04618,1.31899,0.0007208,0.0007208,0.0007208
42,116.038,2.62437,1.80476,1.15358,0.33063,0.64924,0.33694,0.10548,2.53313,1.79756,1.31464,0.000736791,0.000736791,0.000736791
43,119.18,2.47812,1.66732,1.16168,0.33063,0.64924,0.33694,0.10548,2.53313,1.79756,1.31464,0.000752682,0.000752682,0.000752682
44,121.747,2.71995,1.82423,1.19045,0.33063,0.64924,0.33694,0.10548,2.53313,1.79756,1.31464,0.000768474,0.000768474,0.000768474
45,124.257,2.57939,1.81372,1.21449,0.33063,0.64924,0.33694,0.10548,2.53313,1.79756,1.31464,0.000784168,0.000784168,0.000784168
46,127.209,2.64252,1.76558,1.18595,0.37932,0.64706,0.37945,0.12015,2.5167,1.71719,1.32913,0.000799763,0.000799763,0.000799763
47,130.204,2.4164,1.6171,1.1571,0.37932,0.64706,0.37945,0.12015,2.5167,1.71719,1.32913,0.000815258,0.000815258,0.000815258
48,133.134,2.5655,1.72411,1.17775,0.37932,0.64706,0.37945,0.12015,2.5167,1.71719,1.32913,0.000830655,0.000830655,0.000830655
49,135.759,2.43264,1.79518,1.1603,0.37932,0.64706,0.37945,0.12015,2.5167,1.71719,1.32913,0.000845952,0.000845952,0.000845952
50,138.694,2.93162,1.70472,1.16076,0.40176,0.66531,0.40422,0.12449,2.48921,1.73562,1.29675,0.00086115,0.00086115,0.00086115
51,141.579,2.52764,1.58033,1.10028,0.40176,0.66531,0.40422,0.12449,2.48921,1.73562,1.29675,0.00087625,0.00087625,0.00087625
52,144.454,2.56404,1.59848,1.15781,0.40176,0.66531,0.40422,0.12449,2.48921,1.73562,1.29675,0.000891251,0.000891251,0.000891251
53,147.141,2.67308,1.62,1.15891,0.40176,0.66531,0.40422,0.12449,2.48921,1.73562,1.29675,0.000906152,0.000906152,0.000906152
54,150.038,2.62685,1.60524,1.15044,0.40176,0.66531,0.40422,0.12449,2.48921,1.73562,1.29675,0.000920954,0.000920954,0.000920954
55,153.187,2.49986,1.61098,1.14445,0.41509,0.58012,0.39846,0.12163,2.5029,1.96435,1.2721,0.000935658,0.000935658,0.000935658
56,155.719,2.43025,1.70753,1.18438,0.41509,0.58012,0.39846,0.12163,2.5029,1.96435,1.2721,0.000950263,0.000950263,0.000950263
57,158.546,2.4253,1.60602,1.18772,0.41509,0.58012,0.39846,0.12163,2.5029,1.96435,1.2721,0.000964768,0.000964768,0.000964768
58,161.391,2.41609,1.51979,1.11239,0.41509,0.58012,0.39846,0.12163,2.5029,1.96435,1.2721,0.000979175,0.000979175,0.000979175
59,164.266,2.46895,1.55036,1.09201,0.41509,0.58012,0.39846,0.12163,2.5029,1.96435,1.2721,0.000993482,0.000993482,0.000993482
60,167.17,2.45879,1.58092,1.11428,0.33689,0.57404,0.32608,0.09806,2.59277,2.25532,1.28622,0.00100769,0.00100769,0.00100769
61,170.126,2.52442,1.51742,1.11087,0.33689,0.57404,0.32608,0.09806,2.59277,2.25532,1.28622,0.0010218,0.0010218,0.0010218
62,172.685,2.51354,1.63963,1.19241,0.33689,0.57404,0.32608,0.09806,2.59277,2.25532,1.28622,0.00103581,0.00103581,0.00103581
63,175.748,2.30576,1.53879,1.11986,0.33689,0.57404,0.32608,0.09806,2.59277,2.25532,1.28622,0.00104972,0.00104972,0.00104972
64,178.366,2.57928,1.62474,1.18127,0.33689,0.57404,0.32608,0.09806,2.59277,2.25532,1.28622,0.00106353,0.00106353,0.00106353
65,181.495,2.47228,1.59621,1.15035,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00107725,0.00107725,0.00107725
66,184.31,2.42181,1.50786,1.0998,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00109086,0.00109086,0.00109086
67,187.438,2.5146,1.56551,1.14072,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00110438,0.00110438,0.00110438
68,190.381,2.53891,1.46598,1.18186,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00111779,0.00111779,0.00111779
69,193.107,2.36604,1.45311,1.16346,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00113111,0.00113111,0.00113111
70,195.774,2.49944,1.55507,1.11514,0.45933,0.58215,0.41467,0.1228,2.58099,2.07974,1.26521,0.00114433,0.00114433,0.00114433
71,198.653,2.50605,1.51979,1.11627,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00115745,0.00115745,0.00115745
72,201.541,2.46571,1.46101,1.12102,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00117047,0.00117047,0.00117047
73,204.358,2.35741,1.52606,1.20772,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00118339,0.00118339,0.00118339
74,206.99,2.49335,1.59131,1.22353,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00119621,0.00119621,0.00119621
75,209.953,2.51496,1.45523,1.12693,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00120894,0.00120894,0.00120894
76,212.838,2.42263,1.57735,1.1762,0.49704,0.69371,0.46668,0.13118,2.56669,1.8739,1.27011,0.00122156,0.00122156,0.00122156
77,215.451,2.46709,1.6103,1.14093,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00123409,0.00123409,0.00123409
78,218.343,2.4783,1.48112,1.15799,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00124651,0.00124651,0.00124651
79,220.899,2.30435,1.50767,1.17081,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00125884,0.00125884,0.00125884
80,223.74,2.56521,1.50786,1.12971,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00127107,0.00127107,0.00127107
81,226.886,2.52247,1.47032,1.09865,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.0012832,0.0012832,0.0012832
82,229.791,2.49108,1.39115,1.13956,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00129523,0.00129523,0.00129523
83,232.325,2.48611,1.43861,1.14857,0.49622,0.65314,0.44602,0.12189,2.65886,1.97616,1.31563,0.00130716,0.00130716,0.00130716
84,235.105,2.56507,1.43055,1.13117,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00131899,0.00131899,0.00131899
85,237.964,2.48922,1.37505,1.18319,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00133073,0.00133073,0.00133073
86,240.746,2.38002,1.46025,1.09264,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00134236,0.00134236,0.00134236
87,243.658,2.43876,1.43649,1.0877,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.0013539,0.0013539,0.0013539
88,246.355,2.49832,1.54248,1.13428,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00136533,0.00136533,0.00136533
89,248.885,2.47616,1.49535,1.22765,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00137667,0.00137667,0.00137667
90,251.599,2.43199,1.44816,1.12604,0.53266,0.64909,0.45797,0.1359,2.54379,2.29878,1.2515,0.00138791,0.00138791,0.00138791
91,254.405,2.39112,1.49231,1.15622,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00139905,0.00139905,0.00139905
92,257.154,2.34197,1.40775,1.16133,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00141009,0.00141009,0.00141009
93,259.874,2.44557,1.45536,1.13236,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00142103,0.00142103,0.00142103
94,262.497,2.36177,1.38101,1.15165,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00143187,0.00143187,0.00143187
95,265.173,2.28805,1.46079,1.12133,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00144262,0.00144262,0.00144262
96,268.049,2.53454,1.44985,1.08666,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00145326,0.00145326,0.00145326
97,270.941,2.56135,1.61246,1.20781,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00146381,0.00146381,0.00146381
98,273.847,2.50978,1.43136,1.18516,0.58773,0.74442,0.5506,0.16965,2.38714,2.43056,1.1934,0.00147425,0.00147425,0.00147425
99,276.65,2.47756,1.74357,1.15712,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.0014846,0.0014846,0.0014846
100,279.582,2.55522,1.36086,1.11733,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.00149485,0.00149485,0.00149485
101,282.304,2.41058,1.5617,1.19307,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.001505,0.001505,0.001505
102,284.981,2.44624,1.42134,1.12185,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.00150005,0.00150005,0.00150005
103,287.939,2.56835,1.48806,1.15225,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.0014951,0.0014951,0.0014951
104,290.607,2.38466,1.52611,1.18526,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.00149015,0.00149015,0.00149015
105,293.265,2.55845,1.49487,1.15978,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.0014852,0.0014852,0.0014852
106,296.207,2.4574,1.40059,1.17367,0.46612,0.62069,0.42732,0.12071,2.71871,2.60758,1.34288,0.00148025,0.00148025,0.00148025
107,298.915,2.497,1.41359,1.16053,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.0014753,0.0014753,0.0014753
108,301.513,2.37915,1.60255,1.21674,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.00147035,0.00147035,0.00147035
109,304.584,2.46452,1.36453,1.09269,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.0014654,0.0014654,0.0014654
110,307.316,2.33737,1.43548,1.13809,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.00146045,0.00146045,0.00146045
111,310.335,2.57379,1.54646,1.09815,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.0014555,0.0014555,0.0014555
112,313.042,2.36652,1.5304,1.18392,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.00145055,0.00145055,0.00145055
113,316.004,2.52274,1.57794,1.19479,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.0014456,0.0014456,0.0014456
114,318.891,2.28392,1.40144,1.15048,0.51592,0.65314,0.49996,0.16023,2.49566,2.41851,1.25109,0.00144065,0.00144065,0.00144065
115,321.566,2.32191,1.39304,1.13665,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.0014357,0.0014357,0.0014357
116,324.384,2.4443,1.4331,1.16816,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.00143075,0.00143075,0.00143075
117,327.177,2.33576,1.50322,1.14903,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.0014258,0.0014258,0.0014258
118,329.76,2.33992,1.49739,1.22188,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.00142085,0.00142085,0.00142085
119,332.402,2.56807,1.42788,1.16183,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.0014159,0.0014159,0.0014159
120,335.579,2.75226,1.53419,1.15765,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.00141095,0.00141095,0.00141095
121,338.205,2.34106,1.55262,1.19225,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.001406,0.001406,0.001406
122,341.218,2.45413,1.43712,1.14842,0.54199,0.66937,0.49365,0.15921,2.39418,2.25286,1.18813,0.00140105,0.00140105,0.00140105
123,344.021,2.50799,1.73848,1.20406,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.0013961,0.0013961,0.0013961
124,346.981,2.42985,1.40594,1.11889,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.00139115,0.00139115,0.00139115
125,350.068,2.54095,1.42127,1.10545,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.0013862,0.0013862,0.0013862
126,352.967,2.62389,1.56989,1.15895,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.00138125,0.00138125,0.00138125
127,355.94,2.64939,1.60097,1.087,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.0013763,0.0013763,0.0013763
128,358.521,2.41252,1.57135,1.25885,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.00137135,0.00137135,0.00137135
129,361.383,2.44309,1.49233,1.16497,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.0013664,0.0013664,0.0013664
130,364.173,2.32889,1.59542,1.13971,0.56949,0.74037,0.54644,0.17271,2.34378,2.02092,1.16431,0.00136145,0.00136145,0.00136145
131,367.241,2.39251,1.34598,1.11525,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.0013565,0.0013565,0.0013565
132,370.086,2.34022,1.47761,1.06475,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.00135155,0.00135155,0.00135155
133,372.858,2.31658,1.38252,1.09793,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.0013466,0.0013466,0.0013466
134,375.491,2.30715,1.57892,1.14927,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.00134165,0.00134165,0.00134165
135,378.378,2.32761,1.45959,1.14421,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.0013367,0.0013367,0.0013367
136,381.059,2.38334,1.4785,1.11974,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.00133175,0.00133175,0.00133175
137,383.731,2.38869,1.5903,1.12302,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.0013268,0.0013268,0.0013268
138,386.433,2.28724,1.50988,1.18898,0.49164,0.6146,0.44576,0.13846,2.46395,1.94826,1.20663,0.00132185,0.00132185,0.00132185
139,388.984,2.25437,1.40243,1.15688,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.0013169,0.0013169,0.0013169
140,391.888,2.29201,1.42554,1.1266,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.00131195,0.00131195,0.00131195
141,395.034,2.41946,1.41239,1.09471,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.001307,0.001307,0.001307
142,398.224,2.43815,1.43867,1.10025,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.00130205,0.00130205,0.00130205
143,401.459,2.48796,1.4964,1.18133,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.0012971,0.0012971,0.0012971
144,404.6,2.53623,1.38483,1.08004,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.00129215,0.00129215,0.00129215
145,407.326,2.57773,1.62991,1.26512,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.0012872,0.0012872,0.0012872
146,410.319,2.31779,1.46238,1.12973,0.53647,0.64503,0.48404,0.14563,2.48659,1.77496,1.23599,0.00128225,0.00128225,0.00128225
147,413.353,2.55528,1.4188,1.08083,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.0012773,0.0012773,0.0012773
148,416.035,2.40234,1.41557,1.13533,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.00127235,0.00127235,0.00127235
149,418.717,2.17492,1.43353,1.1462,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.0012674,0.0012674,0.0012674
150,421.698,2.44432,1.48652,1.1992,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.00126245,0.00126245,0.00126245
151,424.596,2.36103,1.35894,1.09916,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.0012575,0.0012575,0.0012575
152,428.111,2.27866,1.40435,1.10321,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.00125255,0.00125255,0.00125255
153,431.179,2.17957,1.33488,1.07861,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.0012476,0.0012476,0.0012476
154,433.906,2.24382,1.46488,1.13544,0.59907,0.70013,0.57696,0.19513,2.33035,1.55391,1.1802,0.00124265,0.00124265,0.00124265
155,436.924,2.22701,1.39995,1.10586,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.0012377,0.0012377,0.0012377
156,439.668,2.33476,1.34806,1.1067,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.00123275,0.00123275,0.00123275
157,442.387,2.33729,1.35325,1.16213,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.0012278,0.0012278,0.0012278
158,445.068,2.33957,1.51174,1.13915,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.00122285,0.00122285,0.00122285
159,447.715,2.36587,1.5384,1.14436,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.0012179,0.0012179,0.0012179
160,450.481,2.54946,1.52086,1.18792,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.00121295,0.00121295,0.00121295
161,453.154,2.22127,1.40631,1.14339,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.001208,0.001208,0.001208
162,455.905,2.5372,1.54883,1.1908,0.60101,0.73225,0.57643,0.18719,2.35078,1.48484,1.17234,0.00120305,0.00120305,0.00120305
163,459.085,2.32218,1.357,1.07679,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.0011981,0.0011981,0.0011981
164,461.922,2.32777,1.39637,1.13249,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.00119315,0.00119315,0.00119315
165,465.008,2.50737,1.50432,1.09753,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.0011882,0.0011882,0.0011882
166,467.789,2.5178,1.56411,1.18656,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.00118325,0.00118325,0.00118325
167,470.786,2.3804,1.32664,1.11872,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.0011783,0.0011783,0.0011783
168,473.672,2.48598,1.5758,1.19295,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.00117335,0.00117335,0.00117335
169,476.299,2.36927,1.53198,1.17311,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.0011684,0.0011684,0.0011684
170,478.776,2.32612,1.42127,1.18465,0.6023,0.76268,0.5892,0.19335,2.32004,1.43435,1.15328,0.00116345,0.00116345,0.00116345
171,481.621,2.47064,1.37276,1.13502,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.0011585,0.0011585,0.0011585
172,484.255,2.27727,1.46208,1.15457,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.00115355,0.00115355,0.00115355
173,487.424,2.39518,1.46008,1.11365,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.0011486,0.0011486,0.0011486
174,489.971,2.21724,1.5161,1.22081,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.00114365,0.00114365,0.00114365
175,493.052,2.34566,1.42442,1.06802,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.0011387,0.0011387,0.0011387
176,496.253,2.14451,1.31094,1.07865,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.00113375,0.00113375,0.00113375
177,498.998,2.37626,1.49433,1.11967,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.0011288,0.0011288,0.0011288
178,501.996,2.48479,1.44426,1.13185,0.61706,0.75177,0.59344,0.20987,2.25004,1.37961,1.11744,0.00112385,0.00112385,0.00112385
179,505.74,2.24589,1.34699,1.16348,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.0011189,0.0011189,0.0011189
180,508.638,2.32474,1.30664,1.06809,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.00111395,0.00111395,0.00111395
181,511.53,2.27735,1.34264,1.05826,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.001109,0.001109,0.001109
182,514.689,2.27691,1.32437,1.13541,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.00110405,0.00110405,0.00110405
183,517.376,2.43748,1.43434,1.13573,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.0010991,0.0010991,0.0010991
184,520.4,2.33892,1.49052,1.14491,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.00109415,0.00109415,0.00109415
185,523.259,2.34959,1.50805,1.13658,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.0010892,0.0010892,0.0010892
186,526.281,2.26355,1.33916,1.14277,0.55959,0.76288,0.57013,0.1845,2.29704,1.43953,1.12595,0.00108425,0.00108425,0.00108425
